customer_id,age,gender,senior_citizen,partner,dependents,tenure_months,contract_type,internet_service,service_usage_gb,num_service_outages,avg_downtime_minutes,support_calls_last_3mo,billing_method,monthly_charges,total_charges
1161,57,0,0,0,0,6,0,0,25.275141827467245,0,2.956572059078084,3,0,38.43,231.14
2420,75,0,0,0,0,59,0,1,23.00181571738783,2,50.94580061350759,3,0,70.87,4285.93
1413,33,0,0,0,0,9,0,0,9.38431549476873,0,2.011733564969355,1,0,29.28,247.63
2219,53,1,0,0,0,16,1,0,21.47239336399379,0,16.835421877119124,4,0,36.43,609.43
543,72,1,0,1,0,70,0,1,36.54084413413217,1,19.095288153280585,0,1,78.63,5248.05
1760,54,0,0,1,0,54,1,1,19.546353913896997,2,36.42324824057471,2,1,66.16,3205.64
2216,65,1,0,0,0,60,0,0,18.44059078522433,1,23.439832988117494,0,2,42.14,2350.8
494,33,0,0,0,0,7,0,0,17.16954505299476,1,1.4840587113680417,0,1,34.05,222.46
365,71,0,0,0,1,60,1,0,20.478092278895232,1,4.2491474906343845,0,0,38.92,2106.08
2258,18,1,0,1,0,22,1,1,37.4411958709105,0,35.84048534061763,0,1,77.43,1696.64
1550,70,0,0,1,1,21,0,1,15.494682674043222,2,8.111316805633157,1,2,63.88,1334.15
273,23,1,0,1,0,13,0,0,14.40791137829618,1,9.454884433894662,1,1,47.11,579.6
788,49,1,0,0,0,13,1,2,18.296360007451543,3,51.273172332648336,0,1,36.94,458.09
71,79,1,0,1,0,40,0,2,29.875668487414917,1,7.555639708750026,1,0,49.24,1674.8
1242,45,0,0,0,1,24,1,2,19.614364428236875,2,19.82240160220539,0,1,41.44,890.15
1811,19,1,0,1,1,32,0,0,19.89250619402127,0,7.128823925191368,3,1,32.04,880.72
63,28,1,0,0,0,66,0,0,12.838598350653514,1,0.0510214370655103,3,1,31.7,1964.18
394,48,1,0,0,1,52,0,0,21.95447516605532,2,33.3558328728703,3,2,40.69,1875.13
1204,70,1,0,1,1,45,0,1,14.119809676142944,1,7.404953843626599,2,2,58.2,2537.52
343,58,0,0,1,0,52,2,0,28.242562115505475,1,3.618912018378973,1,1,42.54,2309.37
1374,71,1,0,0,1,63,1,0,55.253392000243615,1,5.439098511561492,1,0,62.59,3811.1
1380,38,1,0,0,0,1,0,1,34.965436600220926,1,10.706809269225218,0,1,69.89,71.3
500,39,0,0,1,0,8,2,0,27.084918122312786,0,8.028285477644555,3,2,40.93,306.66
1672,25,0,1,1,0,53,0,1,21.746752233215798,1,2.9345716893610394,3,2,69.83,3771.45
677,33,1,0,0,1,48,0,0,24.156661002785707,3,3.79654988682204,4,1,57.79,2775.27
1027,22,1,0,0,1,52,0,1,36.37014606136781,1,28.39558802765684,3,0,78.37,3714.93
1886,61,1,0,0,0,52,2,1,20.76626337756531,2,19.88314587211667,0,1,69.14,3142.8
2465,68,0,0,0,0,21,0,0,38.63448010199128,1,10.0940468347427,1,0,54.81,1190.43
272,22,1,0,0,0,50,1,0,14.495494173287064,2,93.03876750586475,3,0,33.2,1639.06
2473,56,1,1,0,0,23,1,1,40.418904820648585,1,2.3166309414046604,0,0,71.83,1665.78
205,30,1,0,1,1,65,0,1,6.790697964806867,1,17.899447830326245,3,1,60.26,3452.51
733,29,1,1,1,1,10,0,1,28.03619231382202,2,11.086084052760178,2,1,77.01,661.55
152,33,1,0,1,1,0,0,0,20.912410927904823,2,5.581591048380576,2,1,45.77,0.0
2370,18,0,0,0,1,33,0,1,29.40924769967235,1,21.916131311262244,1,1,69.69,2024.67
557,50,0,0,1,0,25,2,1,13.240288614335164,0,47.71953353863064,1,0,53.51,1394.75
377,53,1,0,1,0,44,0,0,16.51175827174094,1,49.560263115779925,0,0,34.97,1539.07
535,19,1,0,0,0,38,2,1,14.924224226112896,0,37.355937594160864,1,0,52.21,2005.16
973,21,1,0,1,0,48,0,1,30.199064488028903,0,4.670776901639318,5,0,69.37,2914.43
1000,38,0,0,0,0,18,2,1,31.037076043640525,0,9.696055861994084,1,0,70.61,1241.49
1872,45,1,0,0,0,36,1,1,14.148100221389392,0,12.21732394396224,4,1,55.67,1778.81
198,19,0,0,1,0,27,1,1,20.582720627326047,2,74.59842553415743,3,0,73.51,1692.45
561,60,1,0,0,0,68,0,0,18.63936467641474,1,0.6333527236152937,3,2,35.78,2192.43
685,52,0,1,0,0,46,0,1,28.03896504014975,0,3.375841775313254,2,0,66.07,3012.1
1213,52,0,0,0,0,64,0,2,18.8022584055908,1,49.11304258325667,0,0,31.75,1765.23
590,45,1,0,1,1,20,0,0,39.242935533038185,1,23.276135532344444,1,1,51.34,1013.15
519,55,1,0,1,0,37,0,1,18.68323584837805,1,39.20394950997104,2,2,62.23,2251.9
308,71,0,0,1,0,18,2,0,17.66158377786753,2,12.982698893615863,2,0,42.23,779.74
604,77,1,0,0,1,4,0,1,26.239089239843555,1,25.67775742450877,2,2,63.76,263.94
2154,59,1,0,0,0,24,2,1,20.575974906212974,0,37.97674778078533,0,2,60.65,1256.06
2259,57,1,0,1,0,0,0,0,17.587331425635202,0,2.860871491038698,2,2,36.29,0.0
59,18,1,0,0,0,30,2,1,17.487079429937467,2,2.7009888126928723,1,1,58.61,1627.22
583,26,0,0,0,0,41,0,0,15.891354987625396,0,45.35513459362768,1,2,42.05,1543.21
859,18,0,0,0,0,15,1,0,29.10115132044867,1,0.1193193226278814,3,1,51.9,675.21
207,60,1,0,0,1,5,0,0,13.298807005469268,1,10.198020604319105,3,2,39.3,177.84
2017,77,1,0,1,0,44,2,0,19.67576880949197,0,10.589989976848123,1,2,38.94,1674.7
869,25,0,1,0,1,58,0,1,23.42332755801162,2,0.1383723163177198,2,2,73.68,3670.79
785,64,0,0,0,0,34,0,1,23.322599234178053,1,9.212968011662106,2,2,72.07,2346.69
906,46,0,1,0,1,25,1,1,22.088843831966297,1,2.432959488716981,2,1,63.25,1488.3
2427,34,0,0,0,0,60,1,1,19.681383578581165,0,1.4514348746469468,2,1,61.62,3308.91
792,23,0,0,0,0,54,1,2,12.933975991798851,1,18.75309995268931,3,0,29.45,1624.88
831,51,1,0,0,0,57,2,1,19.407659539877308,1,45.7362094636748,4,1,58.5,2948.17
162,37,1,1,0,0,60,0,0,20.080032277914977,1,5.7073863159866605,1,2,40.57,2465.63
1307,34,1,0,0,0,10,1,0,17.412556720888055,2,17.373362427118664,2,1,40.93,368.45
526,48,0,0,0,0,16,0,1,41.07753234190976,2,66.57643551070633,3,1,80.32,1135.76
1576,70,1,0,0,1,23,0,1,25.753830165340027,1,30.828623149061045,0,2,60.9,1441.37
256,43,1,0,1,0,18,0,2,19.71801814333737,2,7.068664964595297,2,2,44.38,813.01
506,50,1,0,0,0,9,1,2,5.874031075559605,2,4.45708496253832,0,0,24.97,198.78
1956,75,0,0,0,0,34,2,0,10.444485632076564,0,27.77560728653581,3,0,33.34,1145.26
2120,57,0,0,0,0,24,1,1,19.443520348048622,2,14.330456808458552,0,2,70.77,1572.42
2228,24,0,0,1,0,60,0,1,31.920738981606007,1,24.187627088182147,1,2,64.35,3916.42
2164,54,1,0,1,0,69,1,1,26.93706667016935,0,17.11471988192933,2,2,72.48,4274.57
862,45,0,0,1,0,59,1,0,31.7287094529593,1,7.236957297201517,0,1,50.17,3101.44
1675,64,1,0,0,1,36,0,1,17.976162211871195,0,2.4690727312426444,3,2,65.57,2128.43
20,43,1,0,1,1,40,1,1,22.81975573083357,1,29.996059375110946,0,0,59.56,2307.81
1404,78,1,0,1,0,68,1,1,21.69571729778564,0,0.2161877831434514,1,0,66.0,4299.99
439,20,1,1,0,0,23,0,1,18.316978690732057,1,48.60770152401608,1,2,65.55,1340.52
1087,77,1,0,0,0,66,2,1,36.49877445319517,1,86.30835353379688,1,2,73.69,4341.11
381,58,0,0,0,0,1,0,1,26.917897692504656,2,20.280800532137214,1,0,76.62,66.84
2108,53,0,0,0,1,9,0,0,17.26569028235456,3,28.89332174571136,2,0,44.59,413.59
1261,61,1,0,0,0,40,0,1,44.56560708481984,4,37.53845423316183,0,0,91.66,3739.47
538,77,0,0,0,0,45,0,2,37.4931314940285,1,45.57134779760779,3,2,51.43,2276.76
881,63,0,0,0,0,59,0,2,19.211550429528398,0,9.842993759000125,2,1,38.57,1960.75
902,55,0,0,1,0,56,0,1,26.380825366107,1,15.960585395756407,1,0,70.9,3976.27
83,57,1,0,0,0,62,0,1,25.772942211942095,1,13.514444469002722,1,0,65.36,3683.21
2103,21,0,1,1,0,14,0,0,25.701054773876344,0,46.84378294710099,2,1,40.16,505.6
1200,59,1,0,0,0,70,1,1,30.0355048783411,0,47.320783474917086,2,1,66.01,4290.94
1309,74,0,1,0,0,36,0,1,40.18568280781477,1,42.56738465584967,3,1,84.55,3171.36
1226,21,0,0,0,1,25,0,0,28.47761189474957,0,23.06176199506531,1,0,46.03,978.71
2130,53,0,0,1,1,46,0,1,32.08552039776873,0,15.608547353790152,2,2,69.74,3268.43
1749,48,0,0,1,0,22,0,1,22.68118768929095,0,15.169258372329272,1,2,61.83,1308.72
270,41,0,0,0,0,64,1,1,16.98324780634888,0,9.94870345619217,1,0,58.55,3758.74
1271,21,1,0,0,1,59,2,0,31.282369697282164,1,4.166035137967301,0,2,51.49,2913.94
1259,67,1,1,1,0,22,0,1,11.240590985693949,1,3.284334019411851,3,1,48.71,1110.17
2060,29,1,0,0,0,66,0,2,10.242097437458291,2,1.2695545233067205,1,1,38.22,2213.5
2263,78,1,0,0,0,22,0,2,8.026659950009554,3,63.985947800201934,1,0,42.75,922.35
1599,77,0,0,1,0,60,0,1,25.20878765556433,1,42.55319907712999,1,0,73.93,4478.46
1960,24,1,0,0,1,41,0,1,12.127132196423869,0,73.12527645801421,0,1,57.03,2056.79
1029,29,1,0,0,0,14,1,2,36.13931586418537,1,0.303947473161943,2,2,52.39,758.03
429,46,0,0,1,1,10,1,0,15.688102099094571,3,14.448076410388085,1,0,36.34,313.59
2004,44,0,1,1,0,13,1,1,14.31391431088942,0,12.248611425086278,0,2,59.76,673.29
2193,52,0,0,0,0,8,0,1,27.72576191198561,2,4.990512638261819,4,0,73.91,618.17
2204,43,1,1,1,1,40,1,1,29.381690530549456,0,40.99935029205636,0,0,68.2,2392.7
458,67,1,0,0,0,49,2,1,29.71857458926161,3,18.602855035262397,1,1,80.4,3906.63
78,44,1,0,0,0,10,0,0,26.738122905509183,1,10.222538969934217,0,0,36.37,325.61
2429,22,0,0,1,0,29,0,1,31.286949281357856,0,0.7883638125259949,4,1,62.08,1779.96
2132,24,1,0,0,0,38,0,1,23.60845253218003,0,14.357517982573748,0,1,67.26,2281.95
32,38,1,0,1,1,44,0,0,9.564103289744894,2,8.09943616011319,1,2,29.57,1345.41
2124,24,0,0,0,0,14,0,0,27.26880951467426,1,23.22159462727988,1,0,41.1,536.35
1349,52,0,0,0,0,48,0,1,46.11667777484036,2,5.146075690341968,1,1,89.05,3752.88
2243,38,1,0,0,1,19,0,2,18.9232206225568,0,37.83040274927423,1,2,36.56,707.61
380,19,0,0,1,0,35,0,1,18.944826220276497,1,1.699603522644543,2,1,70.03,2133.34
226,23,1,0,1,0,7,0,1,16.70568902580996,3,5.397898580805204,1,0,73.36,525.93
1994,71,0,0,1,0,52,0,2,20.85802302389173,1,37.78572212112012,0,1,42.43,2291.33
1192,23,1,0,0,0,67,0,2,33.29363771974276,0,29.178105285649497,1,2,50.2,3321.79
715,18,1,1,1,1,45,0,2,43.59218276946255,1,75.38938350095566,1,0,62.42,2394.73
1762,40,0,0,1,0,4,0,1,29.19384709045687,0,18.883178161422467,1,1,63.22,218.44
686,30,0,0,1,1,56,2,2,10.8446853972102,0,21.82253664052289,2,2,29.95,1438.04
2131,79,1,0,0,0,47,2,0,59.78512819702404,2,67.64776910362339,2,1,75.58,3530.65
2484,45,0,0,0,0,0,1,0,19.103478578170584,2,0.6509963472334918,1,2,45.48,0.0
305,63,0,0,0,0,37,1,1,14.413560994603548,3,82.57704866933551,4,0,58.93,2083.44
209,67,0,1,0,0,2,0,1,34.2275972890613,2,43.56302758510633,1,0,72.99,142.07
2153,59,0,0,1,0,48,0,2,19.9100595090066,2,9.686528178544394,2,2,44.77,1882.5
1670,65,1,0,1,0,19,2,0,15.490761530574526,1,7.83911708559001,2,1,33.47,583.18
2477,48,0,1,0,0,70,0,1,17.51922751531694,1,38.89173481396645,3,2,64.48,3998.74
1071,50,1,0,1,0,15,1,1,64.14461659470427,0,19.13230181805777,3,2,87.66,1154.64
1934,66,1,0,1,1,3,0,1,37.02720537889296,0,4.23551992112417,1,2,77.03,225.15
1137,67,0,0,0,0,30,0,1,38.19180195321698,0,12.13084417205658,0,2,69.11,1891.4
2007,59,1,0,0,0,40,0,1,16.502270231778027,0,50.02406111872008,6,1,63.27,2424.54
937,56,1,0,1,1,68,0,1,17.3804865929247,1,6.379206643210252,3,2,62.25,4167.07
191,76,1,0,1,0,45,0,0,48.40888423072781,1,14.199948548536783,1,1,58.78,2309.06
1211,68,1,0,1,0,31,1,1,30.96464470876664,1,30.961532600950555,0,0,70.26,2075.28
1075,73,1,1,0,0,7,2,1,22.51465530955878,0,13.293807269579696,2,2,58.48,352.41
2456,47,0,0,1,0,17,0,2,35.46792442077314,2,80.77547147968671,4,0,57.64,1022.18
483,50,1,0,0,1,54,0,2,31.018308566914683,1,55.45692613700413,1,1,55.08,2587.1
2383,72,0,0,0,1,62,0,0,28.5174585157324,2,18.336431065426005,2,2,46.2,2469.82
1604,43,0,0,0,1,49,2,1,33.43912005860687,1,16.733165134568996,2,2,75.38,3620.15
277,27,0,0,1,0,60,0,1,18.17598087261588,0,5.79549649789041,1,0,64.72,3698.39
1508,55,1,0,1,0,17,0,2,16.291368110040207,0,7.602529711149081,2,2,36.29,526.78
221,21,0,0,1,0,63,0,0,25.15842659637091,0,5.612275755582927,2,1,49.99,3251.86
1229,56,0,0,1,1,61,0,2,22.588729182734944,1,24.63167841886453,1,1,48.56,2850.76
571,35,1,0,1,0,41,2,1,14.510495645439605,1,42.01064589159658,1,1,74.62,3067.0
411,43,1,1,0,1,20,0,1,26.977396680229248,1,37.65717753358732,1,1,73.29,1382.04
1313,24,1,0,0,1,13,0,0,20.86422220496932,1,40.44991456791475,0,0,35.76,446.92
1677,63,0,0,0,1,59,0,0,33.57301956204369,1,6.210460604495922,2,2,42.64,2224.72
2178,63,1,0,0,1,31,0,0,23.98126869194476,0,41.45622734308582,2,0,42.43,1204.34
585,36,0,0,0,0,65,0,1,10.45635748805112,1,8.58638505400651,0,2,58.59,3901.69
1730,48,0,0,1,1,25,0,0,16.374182480772795,1,38.22685607876254,3,1,36.39,859.09
2019,67,1,0,0,0,16,1,1,40.84962136178345,0,42.127830557759125,2,1,83.16,1172.15
2493,79,1,0,1,0,56,2,0,31.85452934342968,0,31.88126240888384,0,2,44.44,2323.42
1563,77,1,0,0,0,29,2,0,12.60374484787556,2,2.211017353193049,2,2,41.12,1060.64
674,47,0,1,0,0,60,1,0,31.56766542104252,2,31.033033909660823,1,2,58.47,3441.75
1177,40,1,0,0,1,11,2,2,50.00071232986453,2,0.4082752216950897,3,0,69.37,721.15
855,53,1,0,0,1,59,1,0,31.78571155475256,2,4.053806309007309,2,0,48.7,2965.12
447,59,1,0,1,0,19,1,2,40.75062328784858,0,62.80124243288961,1,1,56.88,1044.65
1905,66,0,1,0,0,26,1,0,10.90304982248208,1,28.44341686142226,1,0,34.26,798.44
1530,67,1,0,0,0,0,0,1,23.313464713660245,0,37.42315849897607,1,2,67.1,0.0
222,35,0,0,0,0,46,0,2,38.19886786124845,1,6.52520322916187,1,2,54.91,2502.2
1724,56,1,0,0,1,10,0,0,31.37330465528332,1,42.35733101220524,0,1,41.38,366.63
2225,19,1,1,0,0,65,0,2,10.330859534057312,1,7.577804897142673,1,2,32.96,1894.07
1628,18,0,0,1,0,69,1,1,24.60046121233933,2,28.26167725617534,3,0,71.98,4566.99
1556,75,0,0,1,0,50,1,1,26.741696833857624,0,19.39328507431048,1,0,68.7,3432.4
969,63,1,0,0,0,26,0,1,26.561745601561984,0,46.45927892660212,2,0,72.21,1664.27
45,70,0,0,0,0,20,0,0,38.31442701951845,1,20.17786766795369,1,1,49.84,975.52
2189,57,1,0,0,1,14,1,0,36.12828487365022,2,2.5347162940709,3,2,49.58,605.9
2364,41,0,0,1,0,30,0,0,26.460075876506316,2,23.626966628009143,0,1,37.01,1121.78
294,45,0,0,0,0,30,0,1,8.991862861322904,1,20.92159215191248,3,2,53.08,1497.81
1159,43,1,0,1,0,35,1,0,15.631195544592437,1,27.262969101710382,4,2,39.14,1368.21
588,44,0,0,0,0,34,0,1,32.531167126159296,1,26.20593044763117,5,1,80.46,2856.57
2053,29,0,0,1,1,60,0,1,40.50575182643285,0,4.238237225771362,2,0,77.44,4457.61
257,45,0,0,1,0,47,0,0,41.34594169512192,0,19.91159180789228,0,2,60.8,2995.55
2063,40,1,0,0,0,45,0,1,40.37936965916968,1,32.84348552445489,0,2,82.02,3501.38
2466,50,0,1,0,1,0,1,1,18.508936155648463,0,18.063152025820624,1,1,66.56,0.0
926,50,1,0,1,0,42,1,2,15.590066723747816,1,5.404741317285461,2,2,22.07,802.01
2118,72,0,0,0,1,4,0,0,14.081844329390355,1,0.4298084031510129,1,2,34.61,140.56
2297,44,0,1,1,0,3,1,1,8.914738724202632,1,5.818449196942053,3,1,56.27,167.52
436,67,0,0,0,1,25,1,2,14.901066686603317,2,41.67537390266076,3,2,35.55,797.3
976,53,0,0,1,1,43,0,1,40.48736385287618,0,17.41723033080829,0,2,67.11,2963.22
2036,40,1,0,1,0,30,0,1,34.610225517706496,0,18.74895750803629,0,0,68.1,1964.56
393,37,1,0,1,0,25,0,2,25.460251350760046,1,8.438222593308497,1,0,51.05,1253.01
425,30,1,0,1,0,57,0,2,22.183048043465053,2,57.08556900051449,4,2,45.46,2616.6
534,46,1,0,0,0,32,0,2,25.88200398066429,0,2.002997698027836,0,1,45.05,1407.72
30,21,0,0,0,0,55,1,0,13.0274532416399,1,10.570132989791905,1,2,33.19,1804.61
1642,66,1,0,1,1,14,0,1,28.238685428145104,1,1.0576338234057323,0,1,67.51,909.28
2081,49,1,0,1,0,57,0,2,8.76493589270679,0,9.187638946818508,2,2,29.48,1639.7
1146,47,0,0,0,1,64,0,2,23.01557832330947,1,24.2780096166974,0,1,35.62,2087.5
746,47,1,0,0,0,55,2,2,24.56823170069988,2,4.86067151286897,2,1,42.01,2390.9
1750,40,0,0,0,0,59,1,0,38.46442315708626,3,4.154344038874119,1,0,56.41,2986.64
1984,25,1,1,0,1,12,0,1,36.036606983275504,0,67.07551955153951,2,2,71.21,843.61
1268,54,1,1,1,1,50,1,1,20.728615928321656,3,22.04997085737849,3,2,72.23,3217.01
2342,52,0,0,0,0,27,0,0,18.723347015659712,2,9.930424878362356,5,1,42.03,1167.59
1718,73,1,0,1,0,9,1,1,36.83379470180902,3,94.33785713437736,3,2,81.13,726.1
2212,39,1,0,0,0,44,0,0,61.78961054600161,1,1.0213133667441805,2,1,77.05,3053.38
1412,42,1,0,0,0,4,2,0,37.59400025447725,2,4.786084888962483,3,0,64.15,258.62
1711,78,0,0,1,1,19,1,0,20.603582672559465,0,6.311884613690573,1,0,35.15,592.32
2012,31,1,0,0,0,42,0,0,19.304963694079365,1,32.36045754063562,0,2,44.82,1970.49
344,71,0,0,0,1,64,0,1,30.157298071588222,0,25.39553170582025,2,0,65.11,3577.71
556,50,1,0,0,0,67,1,1,17.183170772437194,1,56.45248503091824,0,0,55.68,3599.55
1423,33,0,0,1,0,46,0,0,32.85683327310964,1,23.99536039507733,2,1,55.13,2447.97
1037,58,0,0,1,0,41,1,1,37.01651610361421,0,33.17145360303713,1,0,65.77,2554.97
680,38,1,0,0,0,66,0,2,15.512738685667948,1,10.894405004665916,0,1,43.21,2627.34
2229,44,1,0,1,1,35,1,2,29.526944182120467,1,0.3219963210468165,3,1,40.78,1491.28
1106,57,1,0,1,0,48,1,1,13.2082851369612,2,38.02088653100999,3,2,57.2,2488.39
570,37,1,0,0,1,29,1,1,14.682186048389688,2,5.839066708460832,2,2,67.82,1870.44
352,34,1,0,1,1,64,2,2,34.201955098014565,0,78.00118495614016,1,2,42.63,2481.7
91,73,1,0,1,0,17,0,0,22.79779623493808,1,20.887842113032303,0,2,52.35,929.39
1210,76,0,0,0,0,1,0,1,33.901113096059056,1,41.06334762440789,2,0,79.79,76.84
2106,73,0,0,1,1,68,1,0,13.200056390923752,1,2.1462716886837576,0,0,32.92,2243.18
1270,56,1,0,1,0,14,0,0,14.81928196243528,0,1.0274919816726191,0,0,34.04,486.43
2276,26,0,1,0,0,62,0,0,65.22565029964842,0,26.421294860840764,1,0,72.01,4591.21
261,21,0,0,0,0,53,0,2,16.628953003027128,1,11.03906135683259,2,0,30.45,1461.62
1462,31,0,0,1,0,60,1,1,27.415862275921118,1,23.17867628538647,1,1,69.91,4295.61
748,56,1,0,1,1,3,1,1,31.918897428452475,4,12.567214386620789,0,1,72.8,209.97
1411,27,1,0,1,0,6,1,1,23.37807705994794,1,43.37751223470391,0,1,63.32,353.01
1765,40,0,0,0,0,63,0,0,8.915011904210308,0,19.987596094251835,1,1,27.88,1694.15
2437,53,1,0,1,1,28,0,0,24.499786166006835,1,7.162244216609672,3,0,42.02,1187.8
1383,73,1,0,1,0,55,1,2,11.078326907849736,1,29.944120239099853,0,0,34.25,1866.84
1004,31,0,1,1,0,12,0,1,15.87841525101357,0,69.6458769818175,3,2,53.12,652.83
567,20,1,0,1,0,8,0,1,7.2528569371283425,0,1.9992054660468628,3,1,44.63,351.56
322,56,1,1,0,0,50,2,1,17.892286297163015,2,2.0482019070663147,2,0,67.67,3139.65
1893,31,0,0,0,1,36,0,1,19.810830268615916,0,40.4323488415399,3,2,62.28,2312.05
2083,56,0,0,0,1,19,0,0,20.336440642405798,0,26.699241979107025,0,2,36.39,674.2
348,32,1,0,0,0,23,0,0,11.590705490634566,2,34.92877531124626,2,0,34.1,771.98
1089,19,1,1,0,0,13,2,1,28.180288704506093,0,17.0178863915268,1,2,58.36,725.45
1850,19,1,0,1,0,31,0,2,36.0716836278712,1,15.646242021544722,2,2,47.51,1386.33
300,39,1,0,1,0,30,0,1,54.77877754569175,0,104.50114310761222,1,0,87.87,2677.0
1658,23,1,0,1,0,50,1,0,20.94254105029863,0,2.5343762871253213,0,1,27.66,1397.01
1316,45,0,0,1,0,46,0,0,33.58526712159228,0,32.951880874661164,2,0,43.27,1714.39
2014,52,1,0,0,1,58,1,2,9.064143592080228,3,19.803778254609576,2,2,31.02,1878.83
1010,41,0,0,1,0,55,0,0,29.19226008648414,1,4.425812315230987,2,0,43.88,2289.95
964,57,1,0,0,1,35,0,0,20.20147736477988,0,20.542324032492093,4,1,33.7,1105.42
2369,33,0,1,0,1,18,0,0,34.63019592939757,0,33.160814596062714,0,0,46.76,775.39
2355,29,1,0,0,0,51,0,0,44.99204001986215,2,10.347367164954129,1,1,68.37,3217.08
1128,62,0,0,1,0,28,1,1,32.73811647129426,0,7.259569401996156,0,1,61.39,1572.64
315,25,1,0,1,1,31,0,0,27.9751379303494,0,25.47414669409053,4,0,46.42,1446.04
2069,34,1,0,0,0,70,2,1,35.04432395802652,1,32.30368927894891,0,0,82.62,5846.7
453,24,0,0,1,0,71,2,0,13.282034506919898,0,3.923141326924063,2,1,32.58,2013.46
913,21,1,0,0,0,41,0,1,30.69692278276889,2,1.1792406288669814,4,2,68.3,2847.78
601,30,0,1,0,0,4,0,0,40.51218548683482,1,17.285607460706686,1,0,56.75,197.59
175,25,1,0,0,1,39,1,1,11.77897407693099,0,52.72613398331592,1,1,57.35,2052.62
900,76,0,1,1,0,42,1,1,38.63119809521665,0,13.9772218927885,1,2,80.68,2882.7
2272,34,1,1,1,0,44,0,1,32.81000626431845,0,31.734669513822503,2,0,72.36,2981.24
1298,41,1,0,1,0,14,1,1,17.78122293249175,1,85.09158499361929,0,2,72.91,919.97
37,74,1,0,0,0,57,1,1,28.06453710882604,2,35.18695217095022,0,1,69.89,3398.29
974,41,1,0,0,0,48,0,2,10.703129914119485,4,1.2764069768075612,1,2,33.08,1526.56
123,48,1,0,1,0,3,0,1,11.415918704996272,2,27.120148227625407,0,2,58.94,169.72
1741,21,1,0,1,1,44,0,0,40.96111873234592,1,12.847898637887196,1,0,63.68,2463.26
2418,60,1,0,0,0,37,2,2,35.28504878896914,3,19.741654261312632,2,0,54.74,1747.28
39,66,0,0,1,1,23,0,0,26.69195856902201,0,0.2701892516058729,0,2,51.3,1126.15
2416,48,1,0,1,0,28,0,1,34.382105384580434,0,28.888577779032158,2,0,67.58,1932.91
2009,31,1,0,0,0,55,0,0,11.084895528123171,1,134.204487093932,3,0,35.54,1993.03
1771,52,0,0,0,0,13,0,2,22.551769305798757,0,22.08749444383953,3,1,40.5,453.85
1965,63,1,0,1,1,20,1,0,23.613599907563035,1,10.796377955897334,1,0,35.97,672.84
1498,37,1,0,0,0,2,0,0,28.56775073761,2,21.697061263621727,3,2,49.07,89.8
634,68,1,0,0,0,30,1,1,13.322520522840172,0,14.977777873586698,2,1,53.74,1690.74
1966,76,0,0,1,0,36,1,1,40.5123203041106,1,10.252855671970629,0,2,80.74,2727.52
579,69,0,0,1,0,20,0,1,12.57238905573488,0,15.111456874691418,2,2,51.17,963.44
1535,19,0,0,0,1,42,0,0,21.401478897135537,1,4.994820002707291,1,1,48.9,2092.25
892,33,0,0,0,0,20,0,1,13.846420186606611,1,6.796648302061076,2,0,60.85,1158.85
780,64,0,0,1,0,2,0,1,25.03173781418045,2,2.798104487928348,1,2,65.22,115.52
159,53,1,0,0,0,9,1,0,15.240889921259518,1,15.706145002422929,1,0,35.58,295.08
1652,28,0,1,0,0,26,2,1,11.825192025790784,2,9.925773613044356,2,0,63.0,1587.51
1151,31,1,0,0,1,14,0,0,34.83917775524799,0,17.034219121364995,4,1,42.95,615.34
61,52,1,0,0,0,67,1,0,26.58070581727547,0,3.7353044177180106,2,0,44.34,2824.98
849,73,1,0,1,0,48,1,0,21.08486785913742,1,2.029554205385271,3,1,41.83,1729.92
1544,38,1,0,0,0,68,0,1,23.026275647716417,1,35.89562559763591,3,2,71.09,4495.96
2410,31,0,0,1,1,29,0,0,37.58169043804354,1,7.608535657134804,0,0,61.94,1571.65
1043,39,0,0,1,0,1,2,2,20.068520423347607,2,20.676715120055647,2,1,32.66,32.32
2203,64,1,1,0,0,57,2,2,27.27353645775291,1,4.743041570187575,4,2,41.79,2245.91
2166,63,0,0,1,0,27,0,1,11.901947566237334,0,30.587816167093237,2,1,55.66,1309.8
53,51,1,1,0,0,8,2,0,20.81390562133252,1,10.058827915977158,0,0,38.23,267.36
1546,37,0,0,1,0,51,0,0,19.53604036006089,0,3.181459886136884,0,2,33.0,1569.58
505,24,0,0,0,0,11,0,0,40.87211756273656,1,28.97552715720847,1,0,54.12,562.21
752,65,0,0,1,1,32,1,1,12.289668331936488,1,7.353419289564681,0,2,62.57,1836.5
1379,51,1,0,0,0,32,0,1,26.92689309018849,2,25.48504548382837,1,0,73.69,2221.42
1421,30,0,0,0,0,53,0,2,28.936878756095638,1,8.671700619231702,0,2,53.42,2477.21
1391,61,0,0,0,0,20,0,1,20.61188533992715,0,34.054919977355944,2,0,55.16,1049.55
2374,31,1,0,1,0,64,0,0,19.15139443583788,3,28.33366150909393,1,2,44.01,2609.64
2283,47,0,0,0,0,29,1,1,34.40694076669171,0,49.07255148988084,1,2,75.65,1997.05
771,74,1,1,1,0,70,0,2,21.3744073587738,0,32.65489955453833,2,1,36.13,2392.58
2338,58,1,0,0,1,0,0,2,17.854673625796575,3,66.58141064833431,3,2,40.43,0.0
2234,41,0,0,1,0,32,0,1,13.298208837854292,1,11.889470598457812,3,2,56.51,1679.58
