customer_id,age,gender,senior_citizen,partner,dependents,tenure_months,contract_type,internet_service,service_usage_gb,num_service_outages,avg_downtime_minutes,support_calls_last_3mo,billing_method,monthly_charges,total_charges,churn
CUST000387,43,Male,0,0,0,20,Month-to-month,Fiber Optic,13.100509457637024,3,9.583462453110997,3,Electronic check,76.05,1441.58,1
CUST000388,28,Female,0,1,0,37,One year,DSL,4.113375039494411,0,21.33836765340774,3,Bank transfer,28.64,975.86,0
CUST000389,65,Male,0,1,0,15,One year,Fiber Optic,23.648404844867162,1,21.43315484618256,1,Electronic check,65.28,867.54,0
CUST000390,18,Male,0,0,1,70,Two year,Fiber Optic,43.059585266797235,1,4.292992929871245,2,Electronic check,85.5,5502.34,1
CUST000391,53,Female,0,0,0,36,Two year,Fiber Optic,18.03367813217542,0,17.090012202838736,0,Electronic check,51.77,1654.0,0
CUST000392,67,Male,1,0,0,18,Month-to-month,None,29.137740152747014,1,26.80449310268922,3,Electronic check,46.93,739.0,0
CUST000393,37,Male,0,1,0,25,Month-to-month,None,25.460251350760046,1,8.438222593308497,1,Bank transfer,51.05,1253.01,1
CUST000394,48,Male,0,0,1,52,Month-to-month,DSL,21.954475166055317,2,33.3558328728703,3,Electronic check,40.69,1875.13,0
CUST000395,25,Male,0,1,0,63,Month-to-month,None,12.993964947167774,0,2.363370737327543,0,Credit card,25.41,1446.86,1
CUST000396,57,Female,0,1,0,10,One year,Fiber Optic,38.480156860737665,0,7.772270966189884,0,Electronic check,74.7,642.74,0
CUST000397,41,Female,1,1,0,31,Two year,None,41.73206723111242,1,35.66961514705503,0,Credit card,66.1,1776.38,0
CUST000398,71,Male,0,1,0,38,Month-to-month,None,36.83429072441626,2,1.227096200712839,1,Credit card,55.33,1950.03,1
CUST000399,37,Male,0,0,0,30,Month-to-month,DSL,11.587180217954053,1,55.61684845243154,3,Bank transfer,27.72,823.79,1
CUST000400,72,Female,0,1,1,12,Month-to-month,DSL,38.01893148527718,2,20.119066245173734,2,Bank transfer,49.12,527.05,1
CUST000401,32,Male,0,0,0,48,Month-to-month,Fiber Optic,15.000246348937115,2,2.5863029736871805,0,Bank transfer,61.47,2857.9,1
CUST000402,47,Female,0,0,1,16,Two year,Fiber Optic,22.505704758404853,0,1.3707740517131568,3,Bank transfer,66.13,941.15,0
CUST000403,37,Female,0,0,0,0,Month-to-month,None,59.35613775751126,0,0.26811771326863826,0,Bank transfer,70.52,0.0,1
CUST000404,55,Male,0,1,1,44,Two year,Fiber Optic,33.04815869644655,1,21.044593218838155,2,Bank transfer,78.63,3081.6,0
CUST000405,19,Male,0,0,0,45,Month-to-month,Fiber Optic,17.521423207575832,0,87.79375642862871,2,Bank transfer,48.45,1870.05,1
CUST000406,23,Female,0,1,0,53,Month-to-month,Fiber Optic,14.45266082818292,1,3.223351798173211,1,Electronic check,65.01,3508.79,0
CUST000407,59,Male,0,1,1,69,Month-to-month,None,20.96241015948133,3,5.050130371063518,2,Credit card,54.71,3742.0,1
CUST000408,35,Female,0,0,1,46,Two year,DSL,13.45447039817813,0,34.29901237127206,1,Electronic check,23.01,1086.56,0
CUST000409,53,Male,0,0,0,28,Month-to-month,DSL,11.989825145788462,0,56.24207440977705,1,Bank transfer,24.39,697.4,0
CUST000410,31,Female,0,1,1,19,Month-to-month,Fiber Optic,59.38533932814103,1,11.58727115654022,4,Bank transfer,89.46,1699.86,1
CUST000411,43,Male,1,0,1,20,Month-to-month,Fiber Optic,26.977396680229248,1,37.65717753358732,1,Credit card,73.29,1382.04,0
CUST000412,51,Male,1,0,0,33,Month-to-month,Fiber Optic,34.40325236011774,0,20.235003481012065,1,Credit card,65.62,2271.27,0
CUST000413,71,Female,0,0,0,29,Month-to-month,DSL,23.162004353188767,2,21.90100389483352,2,Electronic check,47.62,1429.84,1
CUST000414,47,Female,0,1,0,61,Month-to-month,DSL,21.797594450953618,0,5.843509981469273,2,Credit card,40.39,2351.22,1
CUST000415,24,Male,0,0,0,49,One year,Fiber Optic,15.009462933796264,0,4.130650597808111,1,Bank transfer,61.14,2796.3,1
CUST000416,76,Female,0,1,0,55,Month-to-month,None,46.67706070308117,0,38.27415358708394,4,Electronic check,54.23,2539.29,1
CUST000417,47,Male,1,1,0,29,One year,Fiber Optic,41.75593738955311,0,11.77787881142433,1,Electronic check,77.19,1931.38,0
CUST000418,35,Female,0,0,0,11,Month-to-month,Fiber Optic,25.51023833272367,0,46.94902755418524,1,Bank transfer,59.09,574.57,1
CUST000419,39,Male,0,0,0,64,Month-to-month,DSL,7.048246894573916,0,4.989682538244054,1,Credit card,20.71,1370.69,0
CUST000420,34,Female,0,1,0,12,Month-to-month,DSL,22.08756083412937,2,5.650529608699156,1,Bank transfer,45.61,474.79,0
CUST000421,48,Male,0,0,0,31,One year,DSL,15.468657291697168,3,4.568210589185418,4,Credit card,47.99,1556.98,0
CUST000422,73,Female,0,1,0,58,One year,DSL,22.841932560605244,2,20.92013428077773,2,Bank transfer,40.8,2115.37,1
CUST000423,34,Male,1,1,0,43,Month-to-month,Fiber Optic,21.45268247862233,0,5.354323229418837,2,Electronic check,55.24,2334.86,1
CUST000424,48,Female,1,1,0,71,Month-to-month,Fiber Optic,33.33004240961172,2,7.44569174206185,2,Bank transfer,80.94,5385.7,1
CUST000425,30,Male,0,1,0,57,Month-to-month,None,22.183048043465053,2,57.08556900051449,4,Electronic check,45.46,2616.6,1
CUST000426,44,Female,0,1,0,26,Two year,DSL,10.27125766537379,0,15.116266988288917,0,Credit card,20.0,466.22,0
CUST000427,37,Male,0,1,0,13,One year,Fiber Optic,7.95287401443928,0,0.7036880307067656,1,Credit card,61.27,735.08,1
CUST000428,34,Female,0,0,0,41,Month-to-month,DSL,14.48160643458995,1,11.327998830519256,1,Credit card,37.48,1415.93,1
CUST000429,46,Female,0,1,1,10,One year,DSL,15.688102099094571,3,14.448076410388083,1,Bank transfer,36.34,313.59,0
CUST000430,56,Male,0,1,0,32,Two year,None,20.172881332023984,2,3.234075633570593,2,Electronic check,40.21,1277.75,1
CUST000431,52,Male,0,1,1,50,Two year,None,22.18557117748574,2,26.455309006741285,0,Credit card,42.17,2146.45,0
CUST000432,25,Female,0,0,0,46,Month-to-month,Fiber Optic,13.380439008587327,0,65.69767580335082,2,Electronic check,56.28,2541.21,1
CUST000433,60,Female,0,0,0,11,Two year,DSL,15.831589396236712,2,13.561791277515091,0,Electronic check,45.06,446.54,0
CUST000434,55,Female,0,1,1,54,Month-to-month,None,28.813872750789216,2,2.059459817851456,4,Credit card,52.84,2657.63,1
CUST000435,32,Male,0,0,1,53,Month-to-month,DSL,12.396645872195776,0,4.19423610985129,0,Electronic check,33.16,1677.25,1
CUST000436,67,Female,0,0,1,25,One year,None,14.901066686603315,2,41.67537390266076,3,Electronic check,35.55,797.3,0
CUST000437,18,Male,0,1,0,44,One year,DSL,30.33029943926536,3,3.5445665779065383,0,Bank transfer,53.07,1991.06,0
CUST000438,50,Female,0,1,0,51,One year,DSL,40.181455079893226,1,43.64660190026315,1,Credit card,59.19,2623.5,0
CUST000439,20,Male,1,0,0,23,Month-to-month,Fiber Optic,18.316978690732057,1,48.60770152401608,1,Electronic check,65.55,1340.52,1
CUST000440,56,Female,0,1,0,54,Month-to-month,DSL,35.14318488302415,1,44.25083546535334,1,Electronic check,57.58,2988.79,1
CUST000441,55,Male,1,0,1,30,Month-to-month,DSL,18.15791330381473,1,19.12767702767438,1,Credit card,28.84,884.44,1
CUST000442,65,Female,0,0,0,17,Month-to-month,None,29.247608718635707,2,13.503640790131385,2,Bank transfer,42.79,634.43,0
CUST000443,79,Female,0,0,0,59,Two year,DSL,8.377082926169013,0,7.813596166027804,1,Credit card,31.21,1834.48,0
CUST000444,32,Female,1,0,0,54,Month-to-month,Fiber Optic,11.421861556779035,0,13.206284634793777,3,Electronic check,58.19,2781.77,1
CUST000445,79,Male,0,0,0,34,Month-to-month,Fiber Optic,45.279232490622405,1,4.393302444153693,1,Electronic check,83.08,2812.28,1
CUST000446,78,Female,1,1,0,57,Month-to-month,Fiber Optic,28.595313693696205,2,4.2826747774264735,4,Electronic check,79.02,3921.05,1
CUST000447,59,Male,0,1,0,19,One year,None,40.75062328784858,0,62.80124243288961,1,Credit card,56.88,1044.65,0
CUST000448,35,Male,0,0,0,54,Month-to-month,DSL,34.65338075703087,1,25.88711198044409,2,Electronic check,55.94,2619.1,1
CUST000449,55,Female,0,0,0,46,One year,Fiber Optic,6.555382500006271,1,24.788901318866753,1,Bank transfer,51.62,2018.6,0
CUST000450,48,Female,0,0,0,38,Month-to-month,DSL,18.014201043260528,2,53.57636269226906,0,Credit card,36.65,1440.27,0
CUST000451,37,Female,0,1,0,9,One year,None,48.8514023899971,1,39.00961399715755,0,Electronic check,66.5,514.18,1
CUST000452,76,Male,0,1,0,23,Month-to-month,None,26.685006120325355,0,11.166518525292426,1,Bank transfer,36.83,850.78,0
CUST000453,24,Female,0,1,0,71,Two year,DSL,13.282034506919898,0,3.9231413269240627,2,Credit card,32.58,2013.46,0
CUST000454,54,Male,0,1,0,18,Month-to-month,DSL,9.967365078960192,2,23.818747218226196,3,Bank transfer,36.56,610.53,0
CUST000455,44,Male,0,1,0,43,Month-to-month,DSL,16.37685160298359,2,42.73489923163372,1,Electronic check,37.23,1661.91,0
CUST000456,25,Male,0,0,0,1,Month-to-month,DSL,9.66372894924544,0,69.49529801627145,2,Electronic check,27.67,26.88,0
CUST000457,31,Male,1,1,1,39,One year,DSL,44.41315595250123,2,9.94824990338778,0,Credit card,67.85,2738.73,0
CUST000458,67,Male,0,0,0,49,Two year,Fiber Optic,29.71857458926161,3,18.602855035262394,1,Credit card,80.4,3906.63,0
CUST000459,32,Male,0,0,0,69,One year,None,22.55281675828682,0,80.85559108898464,2,Electronic check,29.08,1974.19,0
CUST000460,24,Female,0,0,1,0,Two year,DSL,43.11883407012949,1,16.179415490467413,0,Electronic check,52.99,0.0,1
CUST000461,50,Male,1,1,1,28,Two year,None,28.33419170558893,0,5.4047358400828,2,Credit card,41.64,1068.94,0
CUST000462,69,Female,0,0,0,5,Month-to-month,Fiber Optic,24.945310569717087,1,2.6802850655285466,1,Electronic check,69.17,358.53,1
CUST000463,51,Male,0,1,0,57,One year,Fiber Optic,49.59606081408856,1,38.91097683634237,0,Bank transfer,89.61,5283.65,1
CUST000464,21,Female,0,0,0,61,Month-to-month,Fiber Optic,15.131121916943782,3,5.695911925788465,2,Electronic check,66.88,3900.27,1
CUST000465,18,Female,0,0,0,32,Month-to-month,DSL,29.65639677789506,5,85.4138240258923,0,Credit card,60.14,1938.72,0
CUST000466,58,Female,1,0,0,68,Two year,Fiber Optic,32.67684327018713,2,7.187593576254686,2,Electronic check,76.3,4911.59,0
CUST000467,31,Female,0,0,0,67,One year,Fiber Optic,33.05768371912614,1,13.921355043792492,1,Bank transfer,78.87,5091.54,0
CUST000468,48,Female,0,0,0,69,Month-to-month,DSL,38.057792061101566,2,12.785147974139907,1,Credit card,55.98,3863.46,1
CUST000469,55,Male,0,0,0,5,Month-to-month,DSL,31.82982805256104,1,12.493760331886563,1,Bank transfer,43.31,194.6,1
CUST000470,67,Male,0,0,0,27,One year,DSL,24.40190130399515,0,5.2254636269921075,1,Bank transfer,47.3,1314.4,0
CUST000471,70,Female,1,0,0,16,One year,Fiber Optic,16.90891647475841,3,1.1790099101648053,2,Bank transfer,69.1,1117.35,1
CUST000472,37,Male,0,1,1,61,One year,Fiber Optic,12.724541801904214,1,5.918123022948956,1,Electronic check,53.36,2778.18,0
CUST000473,20,Male,1,0,0,36,Month-to-month,None,16.595804629740776,1,117.55920139740599,1,Credit card,35.64,1197.93,1
CUST000474,52,Male,0,0,1,70,Month-to-month,None,8.237395825656028,3,11.380983689037228,1,Electronic check,42.07,2958.8,1
CUST000475,63,Female,0,0,0,55,One year,Fiber Optic,17.63359915699145,0,9.253350132169185,4,Credit card,61.19,3262.4,0
CUST000476,50,Male,0,0,1,63,One year,Fiber Optic,25.408297727647945,0,6.314350954777418,0,Electronic check,59.36,3879.39,1
CUST000477,32,Female,1,0,0,24,Month-to-month,DSL,32.12250425530684,0,26.695627344790328,7,Credit card,38.8,892.94,0
CUST000478,20,Male,0,0,1,1,Month-to-month,DSL,30.404991645798788,1,0.30141300787622954,1,Bank transfer,52.21,47.83,0
CUST000479,45,Male,0,0,0,63,Month-to-month,Fiber Optic,23.727278261369324,0,39.0960068307765,1,Credit card,69.07,4334.34,1
CUST000480,44,Male,0,1,1,66,Month-to-month,Fiber Optic,40.954896040074075,1,49.17307036791495,0,Credit card,89.61,5323.67,0
CUST000481,64,Male,0,1,1,63,Two year,DSL,26.340215049601152,1,23.974605203196816,2,Electronic check,41.86,2442.21,0
CUST000482,64,Female,0,0,0,60,One year,DSL,18.222475568258304,1,21.87413642656036,4,Credit card,34.98,2015.24,0
CUST000483,50,Male,0,0,1,54,Month-to-month,None,31.018308566914683,1,55.45692613700413,1,Credit card,55.08,2587.1,0
CUST000484,36,Male,0,0,0,41,Month-to-month,DSL,11.022419037132474,2,21.449207867501986,0,Electronic check,37.81,1404.44,0
CUST000485,73,Female,0,0,0,28,One year,DSL,29.81098926244605,2,7.843122783159998,2,Credit card,42.04,1027.34,0
CUST000486,75,Male,0,1,0,9,Month-to-month,Fiber Optic,27.12967991273997,0,63.475223586926205,2,Credit card,63.87,488.85,0
CUST000487,50,Male,0,1,1,37,Month-to-month,DSL,24.124522323515272,2,5.742021489044059,5,Bank transfer,38.45,1465.39,1
CUST000488,48,Female,0,0,0,16,Month-to-month,Fiber Optic,25.892138967352327,3,5.241014499903393,2,Bank transfer,80.05,1231.49,0
CUST000489,21,Female,0,0,0,30,Two year,Fiber Optic,21.747723297898144,0,24.774674902392768,1,Bank transfer,70.63,1939.88,1
CUST000490,49,Male,0,1,0,19,Two year,DSL,23.552231709830636,0,6.596792250632586,2,Bank transfer,42.89,828.06,0
CUST000491,59,Male,0,0,0,25,Month-to-month,DSL,38.68199757057392,1,10.639133326597602,2,Electronic check,47.87,1037.02,1
CUST000492,45,Male,1,0,0,43,Month-to-month,Fiber Optic,13.909422234406666,1,40.60058641786231,1,Electronic check,64.38,2408.79,1
CUST000493,73,Female,0,1,0,53,Month-to-month,Fiber Optic,20.978478766963452,1,11.015836211269828,0,Electronic check,59.28,2888.64,1
CUST000494,33,Female,0,0,0,7,Month-to-month,DSL,17.16954505299476,1,1.4840587113680415,0,Credit card,34.05,222.46,1
CUST000495,66,Female,0,1,0,5,Month-to-month,Fiber Optic,21.772692130010626,0,75.54605681888353,0,Bank transfer,56.52,263.14,1
CUST000496,60,Female,0,1,0,41,Month-to-month,DSL,16.976989867766797,1,25.37154727120096,1,Bank transfer,31.66,1113.11,1
CUST000497,45,Female,1,0,0,71,Two year,DSL,21.326338235723398,1,22.531971011189658,2,Electronic check,37.64,2642.87,0
CUST000498,32,Female,0,1,0,8,One year,DSL,46.128423470037454,1,22.510560548140294,1,Bank transfer,57.23,427.93,0
CUST000499,65,Female,0,0,0,69,Month-to-month,DSL,38.793614118448446,0,76.97137650095539,0,Bank transfer,59.9,3629.33,0
CUST000500,39,Female,0,1,0,8,Two year,DSL,27.084918122312782,0,8.028285477644555,3,Electronic check,40.93,306.66,1
CUST000501,48,Male,0,1,0,33,Month-to-month,Fiber Optic,35.79670245275344,1,60.812960820792014,2,Electronic check,78.76,2650.19,1
CUST000502,77,Female,0,0,0,64,One year,DSL,25.870574842237687,0,10.118317565339813,0,Credit card,36.07,2300.62,0
CUST000503,38,Male,0,0,0,68,Month-to-month,DSL,6.102004659422065,1,11.66210419655732,0,Bank transfer,35.24,2242.76,1
CUST000504,49,Male,0,0,0,29,Month-to-month,DSL,32.028788697246014,0,24.693106386339142,0,Credit card,40.36,1157.87,0
CUST000505,24,Female,0,0,0,11,Month-to-month,DSL,40.87211756273656,1,28.97552715720847,1,Bank transfer,54.12,562.21,0
CUST000506,50,Male,0,0,0,9,One year,None,5.874031075559605,2,4.45708496253832,0,Bank transfer,24.97,198.78,0
CUST000507,25,Female,0,1,1,63,Two year,DSL,21.37479068218873,1,2.2950550386003314,0,Electronic check,42.17,2709.04,0
CUST000508,31,Male,1,0,1,3,Month-to-month,DSL,9.163637000587737,0,2.745243312138358,2,Credit card,23.83,61.11,1
CUST000509,79,Female,0,1,0,23,Month-to-month,None,24.92031092544891,4,6.1846956662252985,1,Bank transfer,53.76,1252.74,1
CUST000510,74,Female,0,1,0,39,Two year,Fiber Optic,11.092022234066587,1,28.13888574180472,4,Credit card,51.9,1786.73,0
CUST000511,42,Female,0,1,0,1,Month-to-month,Fiber Optic,20.07491309413767,1,61.336439888365916,0,Credit card,66.86,56.9,1
CUST000512,49,Male,0,0,0,41,One year,Fiber Optic,22.645537528072175,0,17.61191388974517,1,Bank transfer,67.1,2829.2,0
CUST000513,45,Male,0,1,1,5,One year,Fiber Optic,15.814836941391697,0,6.592510587458241,2,Credit card,53.78,265.05,0
CUST000514,19,Male,0,0,0,38,Month-to-month,DSL,31.06083619434279,0,15.835809645845437,2,Bank transfer,48.54,1800.76,1
CUST000515,34,Male,1,0,1,35,One year,DSL,13.305947024060938,3,15.571935809442932,1,Bank transfer,43.12,1492.61,0
CUST000516,44,Male,0,1,1,70,Month-to-month,DSL,18.707747516167487,1,41.37614527110124,1,Bank transfer,32.55,2244.92,0
CUST000517,19,Female,0,1,0,36,Two year,Fiber Optic,15.135852085860064,1,3.3360357884798555,2,Credit card,57.97,2132.74,0
CUST000518,25,Male,0,0,0,6,Month-to-month,Fiber Optic,14.914921086553827,0,128.11758168876403,3,Credit card,56.15,305.27,1
CUST000519,55,Male,0,1,0,37,Month-to-month,Fiber Optic,18.683235848378054,1,39.20394950997104,2,Electronic check,62.23,2251.9,0
CUST000520,37,Female,0,1,0,5,One year,Fiber Optic,31.735336689255988,2,11.416896128186709,1,Credit card,73.71,381.68,1
CUST000521,66,Female,1,1,0,56,One year,DSL,28.29509127352233,1,18.777903750533042,2,Bank transfer,52.18,2853.41,0
CUST000522,54,Male,0,1,1,33,Month-to-month,DSL,12.593154145157438,2,26.851540031023283,1,Electronic check,34.02,987.32,0
CUST000523,74,Female,0,1,0,55,One year,DSL,17.793731363073647,0,44.62084782869513,0,Bank transfer,35.17,1930.68,0
CUST000524,38,Female,0,1,0,9,Month-to-month,Fiber Optic,21.612154802363698,1,17.313686724566423,1,Bank transfer,67.28,573.23,1
CUST000525,43,Female,1,1,0,16,Month-to-month,Fiber Optic,25.1443669396475,2,37.22543155985213,0,Electronic check,72.51,1091.51,1
CUST000526,48,Female,0,0,0,16,Month-to-month,Fiber Optic,41.07753234190976,2,66.57643551070633,3,Credit card,80.32,1135.76,1
CUST000527,37,Male,0,0,0,16,Month-to-month,Fiber Optic,14.610676351175488,1,21.965772365148744,0,Credit card,61.71,901.7,0
CUST000528,23,Male,0,0,0,28,Two year,Fiber Optic,28.309618784858394,1,27.574531996034576,1,Credit card,76.33,2156.11,0
CUST000529,67,Male,0,1,0,8,Two year,DSL,34.35339127541907,1,6.923277309290352,0,Electronic check,53.34,444.32,0
CUST000530,32,Female,0,1,0,50,One year,DSL,15.543283265892295,0,2.5885429529483646,1,Bank transfer,28.31,1468.32,0
CUST000531,74,Male,0,1,1,31,Two year,Fiber Optic,22.156218725817528,0,9.077504510197908,2,Electronic check,67.2,2040.64,0
CUST000532,18,Female,0,0,0,11,Two year,None,27.643946716213886,0,44.17983562369653,0,Bank transfer,43.86,505.62,1
CUST000533,43,Female,0,0,0,1,Month-to-month,DSL,20.10129284248405,2,6.824915429862632,2,Credit card,48.49,42.79,0
CUST000534,46,Male,0,0,0,32,Month-to-month,None,25.882003980664294,0,2.0029976980278357,0,Credit card,45.05,1407.72,0
CUST000535,19,Male,0,0,0,38,Two year,Fiber Optic,14.924224226112896,0,37.355937594160864,1,Bank transfer,52.21,2005.16,1
CUST000536,39,Male,0,0,0,1,Two year,Fiber Optic,30.97847693306434,2,5.051760343722417,1,Credit card,69.79,61.63,0
CUST000537,78,Male,0,0,1,8,Month-to-month,Fiber Optic,45.5983490513761,1,10.329107258531192,2,Bank transfer,79.89,640.41,1
CUST000538,77,Female,0,0,0,45,Month-to-month,None,37.4931314940285,1,45.57134779760779,3,Electronic check,51.43,2276.76,0
CUST000539,46,Male,0,1,0,58,Month-to-month,Fiber Optic,19.54758091616001,1,1.2141233008764754,1,Bank transfer,63.25,3407.06,1
CUST000540,26,Female,0,0,0,28,One year,Fiber Optic,9.04542600959205,1,0.6641005488595093,0,Electronic check,62.44,1686.79,0
CUST000541,58,Female,0,0,0,67,One year,None,9.133828234610204,2,6.119140207907025,1,Bank transfer,30.67,2003.34,0
CUST000542,38,Male,0,0,0,46,Month-to-month,None,10.766801022545069,0,1.746961542193218,3,Electronic check,25.5,1129.91,0
CUST000543,72,Male,0,1,0,70,Month-to-month,Fiber Optic,36.54084413413217,1,19.095288153280585,0,Credit card,78.63,5248.05,1
CUST000544,74,Male,0,1,0,64,Month-to-month,None,19.563298437315208,3,40.8935274318031,0,Electronic check,46.29,2964.98,1
CUST000545,49,Male,0,1,0,28,One year,Fiber Optic,13.951778884564437,1,3.342214625644119,0,Bank transfer,64.12,1528.88,0
CUST000546,49,Female,0,1,0,62,Month-to-month,DSL,32.950654401438186,1,1.6127061403330731,3,Bank transfer,49.71,3051.49,1
CUST000547,64,Female,1,1,0,32,Month-to-month,DSL,46.52908773277553,1,12.705163097880664,4,Electronic check,60.42,1756.14,0
CUST000548,61,Female,0,0,0,17,Two year,DSL,23.79621981931979,1,18.760668546597852,1,Credit card,39.52,588.32,0
CUST000549,57,Male,0,1,1,64,Month-to-month,DSL,18.711203505394536,2,8.711174714432957,3,Bank transfer,36.68,2310.38,0
CUST000550,43,Female,0,0,0,22,Month-to-month,Fiber Optic,14.905866979787275,2,8.148430816608743,1,Bank transfer,62.74,1417.39,0
CUST000551,65,Female,0,0,1,46,Month-to-month,Fiber Optic,20.620891545578374,3,13.471334838530884,2,Credit card,67.11,2688.07,0
CUST000552,79,Male,0,0,1,41,One year,None,34.812639693826284,1,39.29958603072826,1,Electronic check,50.81,1996.29,0
CUST000553,30,Male,0,0,0,22,One year,DSL,15.16102117489153,2,17.353243366476804,0,Electronic check,36.12,681.38,0
CUST000554,20,Male,0,0,1,55,Month-to-month,DSL,21.124376531802728,0,7.1627339149235025,1,Credit card,38.65,2169.11,0
CUST000555,49,Male,0,0,0,23,Month-to-month,DSL,39.21904080647902,0,2.096790262155997,5,Credit card,55.31,1290.5,0
CUST000556,50,Male,0,0,0,67,One year,Fiber Optic,17.183170772437194,1,56.45248503091824,0,Bank transfer,55.68,3599.55,0
CUST000557,50,Female,0,1,0,25,Two year,Fiber Optic,13.240288614335164,0,47.71953353863064,1,Bank transfer,53.51,1394.75,0
CUST000558,59,Male,1,0,1,61,Month-to-month,None,9.304903330065367,2,8.197164742322377,1,Electronic check,25.6,1567.7,1
CUST000559,59,Male,0,0,1,48,One year,Fiber Optic,13.116254450025336,0,5.142886331027334,0,Electronic check,49.32,2176.53,0
CUST000560,30,Male,0,1,1,27,Month-to-month,Fiber Optic,28.75309959522911,0,20.321828546603168,1,Electronic check,57.11,1402.98,1
CUST000561,60,Male,0,0,0,68,Month-to-month,DSL,18.63936467641474,1,0.6333527236152937,3,Electronic check,35.78,2192.43,0
CUST000562,23,Male,0,0,0,4,Month-to-month,None,16.522370775217524,0,16.68423105972175,1,Bank transfer,25.18,90.68,1
CUST000563,21,Male,0,0,0,4,Month-to-month,Fiber Optic,13.073842023502735,1,27.167696033698583,1,Credit card,52.73,183.1,1
CUST000564,55,Female,1,0,1,54,Month-to-month,DSL,18.047444958489372,0,3.281954791271588,1,Credit card,26.1,1457.23,0
CUST000565,23,Male,0,0,1,61,Month-to-month,DSL,28.756216519924482,0,31.866252773389718,1,Bank transfer,43.0,2506.08,1
CUST000566,68,Male,0,0,0,43,One year,Fiber Optic,14.771442592072695,1,19.6522771567714,1,Bank transfer,61.96,2679.46,0
CUST000567,20,Male,0,1,0,8,Month-to-month,Fiber Optic,7.2528569371283425,0,1.9992054660468628,3,Credit card,44.63,351.56,1
CUST000568,44,Female,1,1,1,17,Month-to-month,DSL,44.5644445370542,1,31.96832543988101,3,Bank transfer,55.77,891.81,1
CUST000569,57,Male,0,1,1,52,Month-to-month,None,11.235452075805174,0,31.73422183165666,1,Bank transfer,30.78,1416.96,0
CUST000570,37,Male,0,0,1,29,One year,Fiber Optic,14.682186048389688,2,5.839066708460832,2,Electronic check,67.82,1870.44,0
CUST000571,35,Male,0,1,0,41,Two year,Fiber Optic,14.510495645439605,1,42.01064589159658,1,Credit card,74.62,3067.0,0
CUST000572,37,Female,1,0,0,63,One year,DSL,16.909570721382266,1,10.183875189941265,1,Credit card,33.75,1909.58,1
CUST000573,47,Male,1,1,0,67,One year,Fiber Optic,46.73581462484698,0,1.495093884615129,1,Credit card,85.69,5663.05,1
CUST000574,27,Male,0,1,0,39,Month-to-month,DSL,35.263102734802914,0,1.3366429693570994,1,Bank transfer,45.12,1553.35,1
CUST000575,69,Male,0,0,0,22,One year,Fiber Optic,18.412439635739325,2,21.46378749354217,0,Bank transfer,57.05,1088.07,0
CUST000576,40,Male,0,0,0,10,Two year,Fiber Optic,36.6965346382647,0,5.371287912433838,1,Credit card,73.46,768.94,0
CUST000577,64,Male,0,0,0,65,One year,Fiber Optic,23.38427646197973,2,30.05400745767571,2,Credit card,66.24,4232.7,1
CUST000578,20,Female,0,0,1,29,Month-to-month,Fiber Optic,21.671321865182573,4,40.02595696516563,0,Bank transfer,77.58,2243.16,1
CUST000579,69,Female,0,1,0,20,Month-to-month,Fiber Optic,12.572389055734881,0,15.111456874691418,2,Electronic check,51.17,963.44,1
CUST000580,67,Male,0,1,0,55,Month-to-month,Fiber Optic,20.35929317883778,1,14.230975490156265,0,Bank transfer,67.3,3190.3,0
CUST000581,75,Female,0,1,1,15,Month-to-month,Fiber Optic,19.10234791973622,0,24.743670329701448,1,Electronic check,63.21,977.44,1
CUST000582,79,Male,0,0,0,31,Month-to-month,Fiber Optic,49.53450225077796,2,34.16666768668958,1,Credit card,83.4,2696.38,1
CUST000583,26,Female,0,0,0,41,Month-to-month,DSL,15.891354987625395,0,45.355134593627675,1,Electronic check,42.05,1543.21,0
CUST000584,66,Male,1,0,0,58,One year,Fiber Optic,18.81530185613177,0,8.750145912788943,1,Bank transfer,57.76,3302.8,0
CUST000585,36,Female,0,0,0,65,Month-to-month,Fiber Optic,10.45635748805112,1,8.58638505400651,0,Electronic check,58.59,3901.69,0
CUST000586,53,Male,0,1,1,1,Month-to-month,DSL,38.79576748017389,0,35.772834686729595,4,Electronic check,48.91,44.21,1
CUST000587,57,Female,0,0,0,67,Two year,Fiber Optic,22.990206541664584,1,0.8755429776699681,0,Bank transfer,61.04,4240.59,0
CUST000588,44,Female,0,0,0,34,Month-to-month,Fiber Optic,32.531167126159296,1,26.20593044763117,5,Credit card,80.46,2856.57,0
CUST000589,59,Female,0,0,0,37,Month-to-month,DSL,26.521782441298765,4,10.141779770753006,1,Credit card,53.12,1737.16,1
CUST000590,45,Male,0,1,1,20,Month-to-month,DSL,39.242935533038185,1,23.276135532344444,1,Credit card,51.34,1013.15,0
CUST000591,60,Male,0,1,0,11,Month-to-month,DSL,21.41389446964357,1,36.83692448963568,2,Electronic check,38.71,443.84,0
CUST000592,68,Male,0,0,0,5,Month-to-month,DSL,15.107814939172346,1,3.240818804781667,2,Electronic check,37.94,188.52,1
CUST000593,25,Female,0,0,1,22,One year,DSL,30.480270666922607,1,23.323722291413986,1,Electronic check,44.41,947.96,1
CUST000594,59,Male,0,0,0,57,Two year,DSL,17.120098003504584,1,25.33006345047422,3,Bank transfer,33.4,1952.35,0
